Codigo,Descricao,Data_Inicio,Data_Fim,Tipo_Ato_Ini,Numero_Ato_Ini,Ano_Ato_Ini
8514.1,- Fornos de resistência (de aquecimento indireto):,01/04/2022,31/12/9999,Res Camex,272,2021
8514.11.00,-- Prensas isostáticas a quente,01/04/2022,31/12/9999,Res Camex,272,2021
8514.19.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8514.20,- Fornos que funcionam por indução ou por perdas dielétricas,01/04/2022,31/12/9999,Res Camex,272,2021
8514.20.1,Por indução,01/04/2022,31/12/9999,Res Camex,272,2021
8514.20.11,Industriais,01/04/2022,31/12/9999,Res Camex,272,2021
8514.20.19,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8514.20.20,Por perdas dielétricas,01/04/2022,31/12/9999,Res Camex,272,2021
8514.3,- Outros fornos:,01/04/2022,31/12/9999,Res Camex,272,2021
8514.31.00,-- Fornos de feixe de elétrons,01/04/2022,31/12/9999,Res Camex,272,2021
8514.32.00,-- Fornos de plasma e fornos de arco a vácuo,01/04/2022,31/12/9999,Res Camex,272,2021
8514.39.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8514.40.00,- Outros aparelhos para tratamento térmico de matérias por indução ou por perdas dielétricas,01/04/2022,31/12/9999,Res Camex,272,2021
8514.90.00,- Partes,01/04/2022,31/12/9999,Res Camex,272,2021
85.15,"Máquinas e aparelhos para soldar (mesmo de corte) elétricos (incluindo os a gás aquecido eletricamente), a laser ou outros feixes de luz ou de fótons, a ultrassom, a feixes de elétrons, a impulsos magnéticos ou a jato de plasma; máquinas e aparelhos elétricos para projeção a quente de metais ou de <i>cermets</i>.",01/04/2022,31/12/9999,Res Camex,272,2021
8515.1,- Máquinas e aparelhos para soldadura forte ou fraca:,01/04/2022,31/12/9999,Res Camex,272,2021
8515.11.00,-- Ferros e pistolas,01/04/2022,31/12/9999,Res Camex,272,2021
8515.19.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8515.2,- Máquinas e aparelhos para soldar metais por resistência:,01/04/2022,31/12/9999,Res Camex,272,2021
8515.21.00,-- Inteira ou parcialmente automáticos,01/04/2022,31/12/9999,Res Camex,272,2021
8515.29.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8515.3,- Máquinas e aparelhos para soldar metais por arco ou jato de plasma:,01/04/2022,31/12/9999,Res Camex,272,2021
8515.31,-- Inteira ou parcialmente automáticos,01/04/2022,31/12/9999,Res Camex,272,2021
8515.31.10,"Robôs para soldar, por arco, em atmosfera inerte (MIG - <i>Metal Inert Gas</i>) ou atmosfera ativa (MAG - <i>Metal Active Gas</i>), de comando numérico",01/04/2022,31/12/9999,Res Camex,272,2021
8515.31.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8515.39.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8515.80,- Outras máquinas e aparelhos,01/04/2022,31/12/9999,Res Camex,272,2021
8515.80.10,Para soldar a laser,01/04/2022,31/12/9999,Res Camex,272,2021
8515.80.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8515.90.00,- Partes,01/04/2022,31/12/9999,Res Camex,272,2021
85.16,"Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes; aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45.",01/04/2022,31/12/9999,Res Camex,272,2021
8516.10.00,"- Aquecedores elétricos de água, incluindo os de imersão",01/04/2022,31/12/9999,Res Camex,272,2021
8516.2,"- Aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes:",01/04/2022,31/12/9999,Res Camex,272,2021
8516.21.00,-- Radiadores de acumulação,01/04/2022,31/12/9999,Res Camex,272,2021
8516.29.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8516.3,- Aparelhos eletrotérmicos para arranjos do cabelo ou para secar as mãos:,01/04/2022,31/12/9999,Res Camex,272,2021
8516.31.00,-- Secadores de cabelo,01/04/2022,31/12/9999,Res Camex,272,2021
8516.32.00,-- Outros aparelhos para arranjos do cabelo,01/04/2022,31/12/9999,Res Camex,272,2021
8516.33.00,-- Aparelhos para secar as mãos,01/04/2022,31/12/9999,Res Camex,272,2021
8516.40.00,- Ferros elétricos de passar,01/04/2022,31/12/9999,Res Camex,272,2021
8516.50.00,- Fornos de micro-ondas,01/04/2022,31/12/9999,Res Camex,272,2021
8516.60.00,"- Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",01/04/2022,31/12/9999,Res Camex,272,2021
8516.7,- Outros aparelhos eletrotérmicos:,01/04/2022,31/12/9999,Res Camex,272,2021
8516.71.00,-- Aparelhos para preparação de café ou de chá,01/04/2022,31/12/9999,Res Camex,272,2021
8516.72.00,-- Torradeiras de pão,01/04/2022,31/12/9999,Res Camex,272,2021
8516.79,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8516.79.10,Panelas,01/04/2022,31/12/9999,Res Camex,272,2021
8516.79.20,Fritadoras,01/04/2022,31/12/9999,Res Camex,272,2021
8516.79.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8516.80,- Resistências de aquecimento,01/04/2022,31/12/9999,Res Camex,272,2021
8516.80.10,Para aparelhos da presente posição,01/04/2022,31/12/9999,Res Camex,272,2021
8516.80.90,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8516.90.00,- Partes,01/04/2022,31/12/9999,Res Camex,272,2021
85.17,"Aparelhos telefônicos, incluindo os telefones inteligentes (<i>smartphones</i>) e outros telefones para redes celulares ou para outras redes sem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (longa distância) (WAN)), exceto os aparelhos das posições 84.43, 85.25, 85.27 ou 85.28.",01/04/2022,31/12/9999,Res Camex,272,2021
8517.1,"- Aparelhos telefônicos, incluindo os telefones inteligentes (<i>smartphones</i>) e outros telefones para redes celulares ou para outras redes sem fio:",01/04/2022,31/12/9999,Res Camex,272,2021
8517.11.00,-- Aparelhos telefônicos por fio com unidade auscultador-microfone sem fio,01/04/2022,31/12/9999,Res Camex,272,2021
8517.13.00,-- Telefones inteligentes (<i>smartphones</i>),01/04/2022,31/12/9999,Res Camex,272,2021
8517.14,-- Outros telefones para redes celulares ou para outras redes sem fio,01/04/2022,31/12/9999,Res Camex,272,2021
8517.14.10,"De radiotelefonia, analógicos",01/04/2022,31/12/9999,Res Camex,272,2021
8517.14.3,"De redes celulares, exceto por satélite",01/04/2022,31/12/9999,Res Camex,272,2021
8517.14.31,Portáteis,01/04/2022,31/12/9999,Res Camex,272,2021
8517.14.32,"Fixos, sem fonte própria de energia",01/04/2022,31/12/9999,Res Camex,272,2021
8517.14.39,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.14.4,De telecomunicações por satélite,01/04/2022,31/12/9999,Res Camex,272,2021
8517.14.41,"Digitais, operando em banda C, Ku, L ou S",01/04/2022,31/12/9999,Res Camex,272,2021
8517.14.49,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.14.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.18,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.18.30,Não combinados com outros aparelhos,01/04/2022,31/12/9999,Res Camex,272,2021
8517.18.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.6,"- Outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (longa distância) (WAN)):",01/04/2022,31/12/9999,Res Camex,272,2021
8517.61,-- Estações-base,01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.30,De telefonia celular,01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.4,De telecomunicação por satélite,01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.41,"Principal terrena fixa, sem conjunto antena-refletor",01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.42,"VSAT (<i>Very Small Aperture Terminal</i>), sem conjunto antena-refletor",01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.43,"Digitais, operando em banda C, Ku, L ou S",01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.49,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.9,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.91,"Digitais, de frequência igual ou superior a 15 GHz e inferior ou igual a 23 GHz e taxa de transmissão inferior ou igual a 8 Mbit/s",01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.92,"Digitais, de frequência superior a 23 GHz",01/04/2022,31/12/9999,Res Camex,272,2021
8517.61.99,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62,"-- Aparelhos para recepção, conversão, transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.1,Concentradores de linhas de assinantes (terminais de central ou terminal remoto) e multiplexadores,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.14,Concentradores de linhas de assinantes (terminais de central ou terminal remoto),01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.15,Multiplexadores,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.2,Aparelhos para comutação de linhas telefônicas,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.21,"Centrais automáticas públicas, incluindo as de trânsito",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.29,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.3,Outros aparelhos para comutação,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.34,Aparelhos para comutação de pacotes de dados (<i>switches</i>),01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.39,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.4,"Roteadores digitais, em redes mesmo com fio",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.41,Com capacidade de conexão sem fio,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.49,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.5,"Outros aparelhos para recepção, transmissão ou regeneração de voz, imagens ou outros dados em rede com fio",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.51,Terminais ou repetidores sobre linhas metálicas,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.52,"Terminais ou repetidores sobre linhas de fibras ópticas, com velocidade de transmissão superior a 2,5 Gbit/s",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.53,"Terminais de texto que operem com código de transmissão Baudot, providos de teclado alfanumérico e visor, mesmo com telefone incorporado",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.54,Distribuidores de conexões para redes (<i>hubs</i>),01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.55,Moduladores-demoduladores (<i>modems</i>),01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.56,Interfones,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.59,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.6,Aparelhos emissores com receptor incorporado de tecnologia celular ou por satélite,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.62,De tecnologia celular,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.64,"Por satélite, digitais, operando em banda C, Ku, L ou S",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.65,"Outros, por satélite",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.7,"Outros aparelhos emissores com receptor incorporado, digitais",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.72,"De frequência inferior a 15 GHz e de taxa de transmissão inferior ou igual a 34 Mbit/s, exceto os interfones",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.73,Interfones,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.77,"Outros, de frequência inferior a 15 GHz",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.78,"De frequência igual ou superior a 15 GHz, mas inferior ou igual a 23 GHz e taxa de transmissão inferior ou igual a 8 Mbit/s",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.79,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.9,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.91,Aparelhos transmissores (emissores),01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.94,Tradutores (conversores) de protocolos para interconexão de redes (<i>gateways</i>),01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.96,"Outros, analógicos",01/04/2022,31/12/9999,Res Camex,272,2021
8517.62.99,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.69.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8517.7,- Partes:,01/04/2022,31/12/9999,Res Camex,272,2021
8517.71,-- Antenas e refletores de antenas de qualquer tipo; partes reconhecíveis como de utilização conjunta com esses artigos,01/04/2022,31/12/9999,Res Camex,272,2021
8517.71.10,Antenas próprias para telefones celulares portáteis,01/04/2022,31/12/9999,Res Camex,272,2021
8517.71.90,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8517.79.00,-- Outras,01/04/2022,31/12/9999,Res Camex,272,2021
85.18,"Microfones e seus suportes; alto-falantes (altifalantes), mesmo montados nas suas caixas (colunas); fones de ouvido (auscultadores e auriculares*), mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes (altifalantes); amplificadores elétricos de audiofrequência; aparelhos elétricos de amplificação de som.",01/04/2022,31/12/9999,Res Camex,272,2021
8518.10,- Microfones e seus suportes,01/04/2022,31/12/9999,Res Camex,272,2021
8518.10.10,Piezelétricos próprios para aparelhos telefônicos,01/04/2022,31/12/9999,Res Camex,272,2021
8518.10.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8518.2,"- Alto-falantes (altifalantes), mesmo montados nas suas caixas (colunas):",01/04/2022,31/12/9999,Res Camex,272,2021
8518.21.00,-- Alto-falante (altifalante) único montado na sua caixa (coluna),01/04/2022,31/12/9999,Res Camex,272,2021
8518.22.00,-- Alto-falantes (altifalantes) múltiplos montados na mesma caixa (coluna),01/04/2022,31/12/9999,Res Camex,272,2021
8518.29,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8518.29.10,Piezelétricos próprios para aparelhos telefônicos,01/04/2022,31/12/9999,Res Camex,272,2021
8518.29.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8518.30.00,"- Fones de ouvido (Auscultadores e auriculares*), mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes (altifalantes)",01/04/2022,31/12/9999,Res Camex,272,2021
8518.40.00,- Amplificadores elétricos de audiofrequência,01/04/2022,31/12/9999,Res Camex,272,2021
8518.50.00,- Aparelhos elétricos de amplificação de som,01/04/2022,31/12/9999,Res Camex,272,2021
8518.90,- Partes,01/04/2022,31/12/9999,Res Camex,272,2021
8518.90.10,De alto-falantes (altifalantes),01/04/2022,31/12/9999,Res Camex,272,2021
8518.90.90,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
85.19,Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som.,01/04/2022,31/12/9999,Res Camex,272,2021
8519.20.00,"- Aparelhos que funcionem por introdução de moedas, notas (papéis-moeda), cartões de banco, fichas ou por outros meios de pagamento",01/04/2022,31/12/9999,Res Camex,272,2021
8519.30.00,- Pratos de toca-discos (gira-discos*),01/04/2022,31/12/9999,Res Camex,272,2021
8519.8,- Outros aparelhos:,01/04/2022,31/12/9999,Res Camex,272,2021
8519.81,"-- Que utilizem um suporte magnético, óptico ou de semicondutor",01/04/2022,31/12/9999,Res Camex,272,2021
8519.81.10,Com sistema de leitura óptica por laser (leitores de discos compactos),01/04/2022,31/12/9999,Res Camex,272,2021
8519.81.20,Gravadores de som de cabinas de aeronaves,01/04/2022,31/12/9999,Res Camex,272,2021
8519.81.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8519.89.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
85.21,"Aparelhos de gravação ou de reprodução de vídeo, mesmo incorporando um receptor de televisão.",01/04/2022,31/12/9999,Res Camex,272,2021
8521.10,- De fita magnética,01/04/2022,31/12/9999,Res Camex,272,2021
8521.10.10,"Gravador-reprodutor, sem sintonizador",01/04/2022,31/12/9999,Res Camex,272,2021
8521.10.8,"Outros, para fitas de largura inferior a 19,05 mm (3/4'')",01/04/2022,31/12/9999,Res Camex,272,2021
8521.10.81,"Em cassete, de largura de fita igual a 12,65 mm (1/2'')",01/04/2022,31/12/9999,Res Camex,272,2021
8521.10.89,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8521.10.90,"Outros, para fitas de largura igual ou superior a 19,05 mm (3/4'')",01/04/2022,31/12/9999,Res Camex,272,2021
8521.90.00,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
85.22,Partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 85.19 ou 85.21.,01/04/2022,31/12/9999,Res Camex,272,2021
8522.10.00,- Fonocaptores,01/04/2022,31/12/9999,Res Camex,272,2021
8522.90.00,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
85.23,"Discos, fitas, dispositivos de armazenamento de dados não voláteis à base de semicondutores, ""cartões inteligentes"" e outros suportes para gravação de som ou para gravações semelhantes, mesmo gravados, incluindo as matrizes e moldes galvânicos para fabricação de discos, exceto os produtos do Capítulo 37.",01/04/2022,31/12/9999,Res Camex,272,2021
8523.2,- Suportes magnéticos:,01/04/2022,31/12/9999,Res Camex,272,2021
8523.21,-- Cartões com tarja (banda) magnética,01/04/2022,31/12/9999,Res Camex,272,2021
8523.21.10,Não gravados,01/04/2022,31/12/9999,Res Camex,272,2021
8523.21.20,Gravados,01/04/2022,31/12/9999,Res Camex,272,2021
8523.29,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8523.29.1,Discos magnéticos,01/04/2022,31/12/9999,Res Camex,272,2021
8523.29.11,Do tipo utilizado em unidades de discos rígidos,01/04/2022,31/12/9999,Res Camex,272,2021
8523.29.19,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8523.29.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8523.4,- Suportes ópticos:,01/04/2022,31/12/9999,Res Camex,272,2021
8523.41,-- Não gravados,01/04/2022,31/12/9999,Res Camex,272,2021
8523.41.10,Discos para sistema de leitura por raios laser com possibilidade de serem gravados uma única vez,01/04/2022,31/12/9999,Res Camex,272,2021
8523.41.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8523.49,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8523.49.10,Para reprodução apenas do som,01/04/2022,31/12/9999,Res Camex,272,2021
8523.49.20,Para reprodução de fenômenos diferentes do som ou da imagem,01/04/2022,31/12/9999,Res Camex,272,2021
8523.49.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8523.5,- Suportes de semicondutor:,01/04/2022,31/12/9999,Res Camex,272,2021
8523.51,-- Dispositivos de armazenamento de dados não voláteis à base de semicondutores,01/04/2022,31/12/9999,Res Camex,272,2021
8523.51.10,Cartões de memória (<i>memory cards</i>),01/04/2022,31/12/9999,Res Camex,272,2021
8523.51.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8523.52,"-- ""Cartões inteligentes""",01/04/2022,31/12/9999,Res Camex,272,2021
8523.52.10,Cartões e etiquetas de acionamento por aproximação,01/04/2022,31/12/9999,Res Camex,272,2021
8523.52.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8523.59.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8523.80.00,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
85.24,"Módulos de visualização de tela (ecrã*) plana, mesmo que incorporem telas sensíveis ao toque (ecrãs tácteis*).",01/04/2022,31/12/9999,Res Camex,272,2021
8524.1,- Sem controladores (<i>drivers</i>) nem circuitos de controle:,01/04/2022,31/12/9999,Res Camex,272,2021
8524.11.00,-- De cristais líquidos,01/04/2022,31/12/9999,Res Camex,272,2021
8524.12.00,-- De diodos emissores de luz orgânicos (OLED),01/04/2022,31/12/9999,Res Camex,272,2021
8524.19.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8524.9,- Outros:,01/04/2022,31/12/9999,Res Camex,272,2021
8524.91.00,-- De cristais líquidos,01/04/2022,31/12/9999,Res Camex,272,2021
8524.92.00,-- De diodos emissores de luz orgânicos (OLED),01/04/2022,31/12/9999,Res Camex,272,2021
8524.99.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
85.25,"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.",01/04/2022,31/12/9999,Res Camex,272,2021
8525.50,- Aparelhos transmissores (emissores),01/04/2022,31/12/9999,Res Camex,272,2021
8525.50.1,De radiodifusão,01/04/2022,31/12/9999,Res Camex,272,2021
8525.50.11,"Em AM, com modulação por código ou largura de pulso, totalmente a semicondutor e com potência de saída superior a 10 kW",01/04/2022,31/12/9999,Res Camex,272,2021
8525.50.19,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8525.50.2,De televisão,01/04/2022,31/12/9999,Res Camex,272,2021
8525.50.21,De frequência superior a 7 GHz,01/04/2022,31/12/9999,Res Camex,272,2021
8525.50.22,"Em banda UHF, de frequência igual ou superior a 2,0 GHz, mas não superior a 2,7 GHz, com potência de saída igual ou superior a 10 W, mas não superior a 100 W",01/04/2022,31/12/9999,Res Camex,272,2021
8525.50.23,"Em banda UHF, com potência de saída superior a 10 kW",01/04/2022,31/12/9999,Res Camex,272,2021
8525.50.24,"Em banda VHF, com potência de saída igual ou superior a 20 kW",01/04/2022,31/12/9999,Res Camex,272,2021
8525.50.29,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8525.60,- Aparelhos transmissores (emissores) que incorporem um aparelho receptor,01/04/2022,31/12/9999,Res Camex,272,2021
8525.60.10,De radiodifusão,01/04/2022,31/12/9999,Res Camex,272,2021
8525.60.20,"De televisão, de frequência superior a 7 GHz",01/04/2022,31/12/9999,Res Camex,272,2021
8525.60.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8525.8,"- Câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo:",01/04/2022,31/12/9999,Res Camex,272,2021
8525.81.00,"-- Ultrarrápidas, mencionadas na Nota de subposições 1 do presente Capítulo",01/04/2022,31/12/9999,Res Camex,272,2021
8525.82.00,"-- Outras, resistentes à radiação, mencionadas na Nota de subposições 2 do presente Capítulo",01/04/2022,31/12/9999,Res Camex,272,2021
8525.83.00,"-- Outras, de visão noturna, mencionadas na Nota de subposições 3 do presente Capítulo",01/04/2022,31/12/9999,Res Camex,272,2021
8525.89,-- Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.1,Câmeras de televisão,01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.11,Com três ou mais captadores de imagem,01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.12,"Com sensor de imagem a semicondutor tipo CCD, de mais de 490 x 580 elementos de imagem (<i>pixels</i>) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux",01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.13,"Com sensor de imagem a semicondutor tipo CMOS, de mais de 490 x 580 elementos de imagem (<i>pixels</i>) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux",01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.14,"Outras, próprias para captar imagens exclusivamente no espectro infravermelho de comprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superior a 14 micrômetros (mícrons)",01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.19,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.2,Câmeras fotográficas digitais e câmeras de vídeo,01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.21,Com três ou mais captadores de imagem,01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.22,"Outras, próprias para captar imagens exclusivamente no espectro infravermelho de comprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superior a 14 micrômetros (mícrons)",01/04/2022,31/12/9999,Res Camex,272,2021
8525.89.29,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
85.26,"Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando.",01/04/2022,31/12/9999,Res Camex,272,2021
8526.10.00,- Aparelhos de radiodetecção e de radiossondagem (radar),01/04/2022,31/12/9999,Res Camex,272,2021
8526.9,- Outros:,01/04/2022,31/12/9999,Res Camex,272,2021
8526.91.00,-- Aparelhos de radionavegação,01/04/2022,31/12/9999,Res Camex,272,2021
8526.92.00,-- Aparelhos de radiotelecomando,01/04/2022,31/12/9999,Res Camex,272,2021
